Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
impresskris2_137362b9	mc	Of course. I'm not an idiot.	game/story/week one/secondday.rpy	222	mc "[what]"
impresskris2_238064cd	k	That's not what I was implying.	game/story/week one/secondday.rpy	225	k "[what]"
impresskris2_b4ee6028	k	It's important to invest. I'm glad you see that.	game/story/week one/secondday.rpy	227	k "[what]"
offendkris2_1fb0d347	k	What do you mean by that?	game/story/week one/secondday.rpy	233	k "[what]"
offendkris2_3b4f3626	mc	The former CEO. His reckless spending put the company deep in the gutter, from what I've been told.	game/story/week one/secondday.rpy	235	mc "[what]"
offendkris2_e44064dd	k	I'm aware, but I don't like your tone.	game/story/week one/secondday.rpy	237	k "[what]"
offendkris2_d0647c12	k	Finances are not easy to manage.	game/story/week one/secondday.rpy	238	k "[what]"
offendkris2_89aaaf38	k	The fact you think they are speaks measures about how well you truly manage your own.	game/story/week one/secondday.rpy	240	k "[what]"
krisday2cont_fdcb9483	e	We've really ought to be going, now.	game/story/week one/secondday.rpy	250	e "[what]"
krisday2cont_9b71bfdb	k	I hope I'll see you tomorrow.	game/story/week one/secondday.rpy	256	k "[what]"
krisday2cont_b5ee2b87	n	Miss Esther rolls her optic.	game/story/week one/secondday.rpy	257	n "[what]"
krisday2cont_14a7a62c	k	Yes, you have more to attend to.	game/story/week one/secondday.rpy	265	k "[what]"
krisday2cont_b8dae877	n	You check Kris off your list and head out.	game/story/week one/secondday.rpy	269	n "[what]"
heathday2_60f6f16e	e	Heath likes to show a new "trick" every day, so don't be surprised if she tries to do one again.	game/story/week one/secondday.rpy	278	e "[what]"
heathday2_17490e56	mc	Does she actually think what she does is "magic"?	game/story/week one/secondday.rpy	280	mc "[what]"
heathday2_cfa15bc1	e	I have no clue. I'm not very interested in... uh...	game/story/week one/secondday.rpy	282	e "[what]"
heathday2_713b8cd4	e	...getting to know any of them.	game/story/week one/secondday.rpy	283	e "[what]"
heathday2_56c3991c	mc	Why not?	game/story/week one/secondday.rpy	285	mc "[what]"
heathday2_6a3d42ac	e	"Connection"... it's just not my thing. I don't understand how you humans can do it.	game/story/week one/secondday.rpy	287	e "[what]"
heathday2_b7b500bb	n	You enter the stage room to find Heath already waiting for you.	game/story/week one/secondday.rpy	293	n "[what]"
heathday2_05527828	h	Apologies for the delay yesterday, it won't happen again! I'm ready this time!	game/story/week one/secondday.rpy	296	h "[what]"
heathday2_dd9aa6cd	n	You wait with bated breath.	game/story/week one/secondday.rpy	298	n "[what]"
heathday2_095528e5	h	Now... choose a card... any card...	game/story/week one/secondday.rpy	301	h "[what]"
heathday2_778e0a22	h	Well, any card that I have, preferably, but...	game/story/week one/secondday.rpy	304	h "[what]"
heathmenuday2_11fdb519	extend		game/story/week one/secondday.rpy	310	extend "[what]" nointeract
offendheath2_2936b415	h	Oh. Yeah. You've got important science stuff to get to, huh?	game/story/week one/secondday.rpy	327	h "[what]"
offendheath2_0e62c1ac	mc	Sorry. I just don't really like magic all too much.	game/story/week one/secondday.rpy	329	mc "[what]"
offendheath2_eb5e10c0	h	That's alright.	game/story/week one/secondday.rpy	331	h "[what]"
offendheath2_d34f8264	mc	You're doing everything you need to, yes? Keeping morale high and all that?	game/story/week one/secondday.rpy	333	mc "[what]"
offendheath2_a29d3a46	h	I think so.	game/story/week one/secondday.rpy	335	h "[what]"
offendheath2_9930ed4b	mc	Great.	game/story/week one/secondday.rpy	337	mc "[what]"
impressheath2_996b20bb	h	A-HA! Is THIS your card?	game/story/week one/secondday.rpy	344	h "[what]"
impressheath2_93c2b5f8	n	She pulls out exactly what you thought of - the three of clubs.	game/story/week one/secondday.rpy	346	n "[what]"
impressheath2_af1bf9c3	mc	Wow! Yes, that's exactly it! Amazing.	game/story/week one/secondday.rpy	349	mc "[what]"
impressheath2_7468c35b	h	Hahaha, thank you, thank you very much.	game/story/week one/secondday.rpy	351	h "[what]"
impressheath2_d7e82c0b	n	Miss Esther groans.	game/story/week one/secondday.rpy	354	n "[what]"
impressheath2_b82e6686	h	Is your morale improved? Your spirits lifted?	game/story/week one/secondday.rpy	357	h "[what]"
impressheath2_5a4e6b53	mc	Definitely. And on top of that, I'm impressed, too.	game/story/week one/secondday.rpy	359	mc "[what]"
impressheath2_eff02ca5	h	O-Oh, really? It's nothing, honestly, haha.	game/story/week one/secondday.rpy	362	h "[what]"
impressheath2_a10da858	mc	Everything's alright here? Everything working fine?	game/story/week one/secondday.rpy	364	mc "[what]"
impressheath2_40b38f63	h	Job's proceeding as normal. No complaints!	game/story/week one/secondday.rpy	367	h "[what]"
impressheath2_0a67ca2e	h	From me, or your coworkers! Haha!	game/story/week one/secondday.rpy	370	h "[what]"
neutralheath_31959347	h	Oh, um, actually, I don't have that card with me. Can you... choose again?	game/story/week one/secondday.rpy	376	h "[what]"
heathday2cont_636879c0	n	You check Heath off your list. Aspen is next.	game/story/week one/secondday.rpy	382	n "[what]"
heathday2cont_4e0b5646	e	I hope that disgusting core we saw yesterday doesn't make another appearance...	game/story/week one/secondday.rpy	385	e "[what]"
heathday2cont_e05b9c38	n	You and Miss Esther make your way over to the greenhouse.	game/story/week one/secondday.rpy	391	n "[what]"
heathday2cont_910c9d17	n	She looks annoyed.	game/story/week one/secondday.rpy	393	n "[what]"
heathday2cont_11fdb519	extend		game/story/week one/secondday.rpy	396	extend "[what]" nointeract
heathday2cont_c7a7084e	n	You decide to stay quiet. Eventually, you reach the greenhouse.	game/story/week one/secondday.rpy	403	n "[what]"
heathday2cont_54c0d226	e	Go on, now.	game/story/week one/secondday.rpy	405	e "[what]"
heathday2cont_72b116b8	n	You enter the greenhouse.	game/story/week one/secondday.rpy	406	n "[what]"
whatswrong_5ceb7c1f	mc	What's up, Miss Esther? Is something wrong?	game/story/week one/secondday.rpy	411	mc "[what]"
whatswrong_40e3f2c3	e	Hmm? Oh, nothing, nothing. Just thinking about work.	game/story/week one/secondday.rpy	414	e "[what]"
whatswrong_1b405774	mc	Do you not like your job?	game/story/week one/secondday.rpy	417	mc "[what]"
whatswrong_5525ac38	e	No, don't get me wrong, I do. It's just tedious.	game/story/week one/secondday.rpy	419	e "[what]"
whatswrong_c5be18c1	e	I used to work in Testing, you know.	game/story/week one/secondday.rpy	420	e "[what]"
whatswrong_af126038	mc	Testing?? That's, like, top-level work. Why'd they move you down here?	game/story/week one/secondday.rpy	422	mc "[what]"
whatswrong_a9b4283b	e	Budget cuts, basically. Testing isn't half the program it used to be.	game/story/week one/secondday.rpy	424	e "[what]"
whatswrong_1523b0cc	e	Wayyy back in the early days of Aperture, from what I've heard, we used to test on olympians and astronauts and...	game/story/week one/secondday.rpy	427	e "[what]"
whatswrong_f3130f67	e	...y'know, the best of the best.	game/story/week one/secondday.rpy	430	e "[what]"
whatswrong_07d35bfa	e	Then the 70's hit. And the funds started running low, and...	game/story/week one/secondday.rpy	431	e "[what]"
whatswrong_0d07e0ed	e	Oh look, we're here. Go on in, now. I'm sure Aspen needs a check-up.	game/story/week one/secondday.rpy	434	e "[what]"
whatswrong_b1b64311	n	You decide not to question her further. You enter the greenhouse.	game/story/week one/secondday.rpy	436	n "[what]"
aspenday2_d94d72de	n	Once again, you are taken aback by the sheer number of plants in the greenhouse.	game/story/week one/secondday.rpy	442	n "[what]"
aspenday2_59cca037	n	Aspen greets you happily.	game/story/week one/secondday.rpy	444	n "[what]"
aspenday2_9b64ec04	a	Welcome back, welcome back.	game/story/week one/secondday.rpy	447	a "[what]"
aspenday2_4167403d	mc	Everything's still alright in here?	game/story/week one/secondday.rpy	449	mc "[what]"
aspenday2_2bf036c5	a	Yep! Pretty as a picture. No issues with my sprinkler, either.	game/story/week one/secondday.rpy	452	a "[what]"
aspenday2_302c674d	mc	How come I haven't seen any other humans in here?	game/story/week one/secondday.rpy	454	mc "[what]"
aspenday2_ef2a1c8e	a	They really only come in the evening to do their experiments.	game/story/week one/secondday.rpy	457	a "[what]"
aspenday2_cd0349b2	a	Sometimes when I come in the next morning, plants are missing or mutated or...	game/story/week one/secondday.rpy	458	a "[what]"
aspenday2_e90ff11d	a	...then there was that one time with the potato battery...	game/story/week one/secondday.rpy	459	a "[what]"
aspenday2_11fdb519	extend		game/story/week one/secondday.rpy	462	extend "[what]" nointeract
impressaspen2_8d0aee3b	a	Yes, very busy. Thankfully, I love botany. And I love my job.	game/story/week one/secondday.rpy	478	a "[what]"
impressaspen2_268a8ea6	mc	Well, you know what they say. If you love what you do, you'll never work a day in your life.	game/story/week one/secondday.rpy	480	mc "[what]"
impressaspen2_d3e06655	a	No, I didn't know that. But now I do! And I love that!	game/story/week one/secondday.rpy	483	a "[what]"
impressaspen2_60a5dbb5	mc	I should probably get going, now. Miss Esther's waiting.	game/story/week one/secondday.rpy	488	mc "[what]"
impressaspen2_a82b56f1	a	Alrighty. Have a good day.	game/story/week one/secondday.rpy	490	a "[what]"
offendaspen2_f24efdf2	a	Children's toys?! Potato batteries are incredibly important to science, you know.	game/story/week one/secondday.rpy	495	a "[what]"
offendaspen2_28007699	a	First of all... well, yes, they're good for teaching children. But on top of that!	game/story/week one/secondday.rpy	496	a "[what]"
offendaspen2_c682d082	a	It's a beautiful fusion of electronics and botany. Just like me.	game/story/week one/secondday.rpy	499	a "[what]"
offendaspen2_37aaed28	mc	Uh-huh.	game/story/week one/secondday.rpy	501	mc "[what]"
offendaspen2_1136dc27	a	You just don't get it. You're just like the last guy.	game/story/week one/secondday.rpy	504	a "[what]"
offendaspen2_25136fcb	mc	I should be going.	game/story/week one/secondday.rpy	506	mc "[what]"
offendaspen2_95e944e1	a	Yes. You should.	game/story/week one/secondday.rpy	508	a "[what]"
bertha_f5d5e59a	a	WHAT? No way! What type is she?	game/story/week one/secondday.rpy	514	a "[what]"
bertha_95b7bae0	mc	She's a snake plant named Bertha.	game/story/week one/secondday.rpy	516	mc "[what]"
bertha_6497f91a	a	Snake plants? I think we had those a while back.	game/story/week one/secondday.rpy	519	a "[what]"
bertha_85952ece	a	That's wonderful. How does she survive this far down? There's sunlight down in the offices?	game/story/week one/secondday.rpy	521	a "[what]"
bertha_717882ac	mc	I think they pump it in from the surface, like how they do in here.	game/story/week one/secondday.rpy	523	mc "[what]"
bertha_71b1dcab	a	That's amazing.	game/story/week one/secondday.rpy	524	a "[what]"
bertha_60a5dbb5	mc	I should probably get going, now. Miss Esther's waiting.	game/story/week one/secondday.rpy	529	mc "[what]"
bertha_28ae9f3e	a	Alrighty. Have a good day! Say hi to Bertha for me.	game/story/week one/secondday.rpy	530	a "[what]"
bertha_dac16979	mc	I will.	game/story/week one/secondday.rpy	531	mc "[what]"
aspenfunny_9e70d43c	a	Haha. You're great. Better than the last guy.	game/story/week one/secondday.rpy	535	a "[what]"
aspenfunny_079c4a66	mc	What was wrong with the last guy?	game/story/week one/secondday.rpy	537	mc "[what]"
aspenfunny_a5b28c7d	a	He just... didn't really get it, y'know? Thought plants were stupid.	game/story/week one/secondday.rpy	540	a "[what]"
aspenfunny_fecbf2d0	a	And me. He thought I was stupid, too.	game/story/week one/secondday.rpy	541	a "[what]"
aspenfunny_9e972a84	mc	That's horrible.	game/story/week one/secondday.rpy	543	mc "[what]"
aspenfunny_eefab0a5	a	Tell me about it!	game/story/week one/secondday.rpy	546	a "[what]"
aspenfunny_1df84190	a	But you're here now, and you're so much better.	game/story/week one/secondday.rpy	547	a "[what]"
aspenfunny_f3542757	mc	That's sweet of you.	game/story/week one/secondday.rpy	549	mc "[what]"
aspenfunny_2a94aa76	a	Well... uh, ahem. You should get going. Miss Esther is waiting. Probably.	game/story/week one/secondday.rpy	552	a "[what]"
aspenfunny_4de954eb	mc	Yes. You're right.	game/story/week one/secondday.rpy	554	mc "[what]"
aspenday2cont_90e8f447	n	You check Aspen off your list and exit the greenhouse.	game/story/week one/secondday.rpy	559	n "[what]"
aspenday2cont_76c8c17c	e	I hope everything went well in there. We should get back on track towards CC, now.	game/story/week one/secondday.rpy	563	e "[what]"
aspenday2cont_f6fdb1d8	mc	Why is CC even alive?	game/story/week one/secondday.rpy	565	mc "[what]"
aspenday2cont_9e15db04	e	What do you mean?	game/story/week one/secondday.rpy	568	e "[what]"
aspenday2cont_e341b48d	mc	Sorry. Why did they make him? Or even... how?	game/story/week one/secondday.rpy	570	mc "[what]"
aspenday2cont_69580b7f	e	I couldn't say. I'm not an expert on the way you humans think, but I have seen Aperture do many things over the years.	game/story/week one/secondday.rpy	572	e "[what]"
aspenday2cont_63b85069	e	I'm still fairly sure we've got about 10,000 test subjects on ice in the basement, still.	game/story/week one/secondday.rpy	573	e "[what]"
aspenday2cont_86c0bad0	mc	Really? I thought that was just a myth.	game/story/week one/secondday.rpy	575	mc "[what]"
aspenday2cont_acfe6996	n	You continue down the hallway towards CC. No interruptions so far...	game/story/week one/secondday.rpy	577	n "[what]"
ccday2_a4120ac9	c	Welcome back, Doctor. How have your rounds been?	game/story/week one/secondday.rpy	585	c "[what]"
ccday2_d3ef2ab6	mc	They've been alright. Nothing crazy.	game/story/week one/secondday.rpy	587	mc "[what]"
ccday2_0d65b07f	c	I'm glad. An easy day is a good day.	game/story/week one/secondday.rpy	589	c "[what]"
ccday2_a19e4b08	mc	Are you still feeling... sick?	game/story/week one/secondday.rpy	591	mc "[what]"
ccday2_3361a938	c	Haha. Yes.	game/story/week one/secondday.rpy	594	c "[what]"
ccday2_11fdb519	extend		game/story/week one/secondday.rpy	597	extend "[what]" nointeract
impresscc2_5675f89e	c	I appreciate the offer, Doctor, but there's nothing really for me.	game/story/week one/secondday.rpy	607	c "[what]"
impresscc2_76594d79	c	You could unplug me. That would kill me faster.	game/story/week one/secondday.rpy	610	c "[what]"
impresscc2_b7660075	e	I'm afraid not, CC. Goes against our contract.	game/story/week one/secondday.rpy	613	e "[what]"
impresscc2_a9a8a8f4	n	CC coughs harshly.	game/story/week one/secondday.rpy	617	n "[what]"
impresscc2_0ebe16c1	c	It's alright, I understand. Thank you, regardless.	game/story/week one/secondday.rpy	620	c "[what]"
impresscc2_3b4ffaf8	mc	Please let me know if there's anything I can do.	game/story/week one/secondday.rpy	622	mc "[what]"
impresscc2_6da05ae0	n	You check CC off your list and solemnly leave the room.	game/story/week one/secondday.rpy	625	n "[what]"
offendcc2_17b632b0	e	Let's go.	game/story/week one/secondday.rpy	632	e "[what]"
ccday2cont_c36b20b2	n	As you close the door to CC's room behind you, you glance around.	game/story/week one/secondday.rpy	639	n "[what]"
ccday2cont_979f03b1	n	No sign of that strange figure from yesterday, thankfully.	game/story/week one/secondday.rpy	640	n "[what]"
ccday2cont_1375a699	e	Time for the last stop of the day.	game/story/week one/secondday.rpy	643	e "[what]"
ccday2cont_ad2b3d21	mc	It feels like this route's gone a lot quicker than yesterday's.	game/story/week one/secondday.rpy	645	mc "[what]"
ccday2cont_2aa24b91	e	Yes, most likely because we haven't had any unnecessary interruptions.	game/story/week one/secondday.rpy	648	e "[what]"
ccday2cont_8920dea1	n	The two of you head off towards the gym.	game/story/week one/secondday.rpy	650	n "[what]"
robday2_d596065a	r	Welcome back, welcome back, doctor. Interested in a run on the treadmill today?	game/story/week one/secondday.rpy	658	r "[what]"
robday2_415a56cc	mc	Maybe another time. Any visitors today?	game/story/week one/secondday.rpy	660	mc "[what]"
robday2_e4692f46	r	Well, yes, actually - Dr. Pierce came in earlier today, said he had a dream he needed to exercise more? Or somethin'...	game/story/week one/secondday.rpy	662	r "[what]"
robday2_607e5712	r	He's kind of crazy, not gonna lie.	game/story/week one/secondday.rpy	664	r "[what]"
robday2_ad1e972a	e	Working in Neurology will do that to a person.	game/story/week one/secondday.rpy	667	e "[what]"
robday2_cdd940b4	r	I am having some trouble with my equipment, though. Rowing machine's busted.	game/story/week one/secondday.rpy	670	r "[what]"
robday2_f433238d	r	Come to think of it, it was prolly busted yesterday and I forgot to mention it.	game/story/week one/secondday.rpy	671	r "[what]"
